CERT,NAME,CITY,STALP,ZIP,ADDRESS,website,asset_band,asset_musd,fed_regulator,state_regulator,n_signals,score,signals,service_lines,EQV,EQV_pct,RBC1AAJ,RBCT1CER,ROA,ROA_pct,ROE,NIMY,EEFFR,EEFFR_pct,NCLNLSR,NPERFV,ELNANTR,LNLSDEPR,brokered_pct,asset_growth_yoy,cre_ratio,cd_ratio,cre_breach_loss_pct,uninsured_pct,LNAGR
26559,"StonehamBank,  A Co-operative Bank",Stoneham,MA,2180,80 Montvale Ave,https://stonehambank.com,$250M-$1B,918.3,FDIC,Massachusetts Division of Banks,3,38,weak_efficiency; near_fdicia_1b; weak_profitability,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026); Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA",7.732,0.108,8.939,12.51,0.505,0.117,6.54,3.0,75.733,0.825,0.323,0.253,0.0,92.027,0.059,0.077,266.554,82.895,10.147,0.267,0.04
26564,Delta Bank,Vidalia,LA,71373,1617 Carter St,https://www.deltabk.com,$250M-$1B,632.0,FDIC,Louisiana Office of Financial Institutions,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.77,0.428,10.042,,1.928,0.846,19.54,4.309,55.277,0.308,1.037,0.888,725.926,84.34,0.055,0.021,128.048,27.358,78.096,0.345,16.032
26567,North Cambridge Co-operative Bank,Cambridge,MA,2140,2360 Massachusetts Ave,https://WWW.ASKNCCB.COM,<$250M,87.1,FDIC,Massachusetts Division of Banks,3,25,excess_capital; weak_efficiency; weak_profitability,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,29.215,0.967,29.323,65.02,0.149,0.088,0.52,2.938,95.8,0.929,0.0,0.0,0.0,73.862,0.0,0.022,11.97,0.0,709.363,0.19,0.0
26576,Wrentham Co-operative Bank,Wrentham,MA,2093,102 South St,https://www.wrenthamcoop.com,<$250M,192.6,FDIC,Massachusetts Division of Banks,2,20,weak_efficiency; weak_profitability,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,8.411,0.153,8.339,20.38,0.045,0.075,0.53,2.05,98.003,0.934,0.0,0.0,0.0,67.151,0.0,0.054,0.0,0.0,,0.239,0.0
26588,Dedicated Community Bank,Darlington,SC,29532,202 Cashua St,https://www.dcbsc.com,<$250M,100.6,FDIC,South Carolina Board of Financial Institutions,0,0,,,8.858,0.204,9.271,12.71,0.891,0.354,10.33,4.542,75.473,0.706,0.467,0.351,0.0,82.456,0.024,-0.012,208.862,51.852,11.906,0.179,1.338
26591,Coastal Heritage Bank,Weymouth,MA,2188,195 Washington St,https://www.coastalheritagebank.com,$250M-$1B,983.6,Federal Reserve,Massachusetts Division of Banks,4,62,weak_efficiency; near_fdicia_1b; weak_profitability; pre_enforcement,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026); Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",10.977,0.638,11.541,,0.374,0.088,3.41,2.838,80.841,0.889,0.596,1.17,0.0,94.552,0.025,0.025,175.63,40.048,56.938,0.259,0.0
26602,Charles River Bank,Medway,MA,2053,70 Main St,https://www.charlesriverbank.com,$250M-$1B,336.1,Federal Reserve,Massachusetts Division of Banks,2,20,weak_efficiency; weak_profitability,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,6.434,0.032,7.931,12.45,0.408,0.095,6.31,3.341,83.678,0.909,0.47,0.325,0.0,73.825,0.0,0.051,177.316,47.319,13.703,0.297,0.0
26620,Reading Co-operative Bank,Reading,MA,1867,180 Haven St,https://www.readingcoop.com,$1B-$3B,1186.9,Federal Reserve,Massachusetts Division of Banks,3,42,weak_efficiency; weak_profitability; thin_cre_cushion,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized,6.491,0.016,7.348,10.61,0.415,0.063,6.6,3.32,80.793,0.929,0.057,0.047,146.851,94.918,0.033,-0.021,280.681,57.864,4.173,0.31,0.0
26626,"United Texas Bank, National Association",Dallas,TX,75240,13101 Preston Rd,https://www.unitedtexasbank.com,$1B-$3B,1053.4,OCC,N/A (federally chartered),7,95,excess_capital; credit_deterioration; under_reserved; weak_efficiency; near_fdicia_1b; weak_profitability; pre_enforcement,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026); Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",15.864,0.944,16.016,,0.154,0.026,0.97,2.456,96.519,0.992,0.0,1.469,0.0,80.286,0.06,0.044,235.033,16.106,42.547,0.299,0.0
26627,Bank of the West,Grapevine,TX,76051,108 W Northwest Hwy,https://www.bnkwest.com,$250M-$1B,829.8,FDIC,Texas Department of Banking,2,42,cd_concentration; high_uninsured_deposits,KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria); KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),9.295,0.339,9.655,15.31,1.604,0.698,17.31,4.289,61.936,0.515,0.0,0.0,-4000.0,66.654,0.0,0.089,221.027,116.181,17.878,0.523,0.091
26634,Mechanics Cooperative Bank,Taunton,MA,2780,316 Broadway,https://www.mechanics.bank,$250M-$1B,898.8,FDIC,Massachusetts Division of Banks,4,53,excess_capital; funding_liquidity; near_fdicia_1b; cre_concentration,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026); KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria)",13.194,0.835,12.382,14.38,1.24,0.477,9.57,4.334,56.065,0.331,0.034,0.028,1770.0,108.806,0.044,0.082,313.887,97.365,11.131,0.225,0.0
26647,Firstrust Savings Bank,Conshohocken,PA,19428,15 E Ridge Pike,https://www.firstrust.com,$3B+,5622.4,FDIC,Pennsylvania Department of Banking and Securities,2,44,thin_cre_cushion; high_uninsured_deposits,KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),10.714,0.466,11.435,11.8,1.707,0.806,16.05,4.122,54.756,0.463,0.791,0.67,63.748,95.677,0.018,0.081,244.583,77.792,9.572,0.481,0.0
26653,Bandera Bank,Bandera,TX,78003,207 Main Street,https://www.banderabank.com,<$250M,89.3,FDIC,Texas Department of Banking,0,0,,,11.716,0.557,12.29,,2.217,0.923,19.39,4.897,56.972,0.27,0.296,0.157,3.571,59.622,0.0,-0.005,93.301,53.662,107.18,0.091,0.065
26658,Amistad Bank,Del Rio,TX,78840,1301 Veterans Blvd,https://www.amistadbank.com,<$250M,57.0,FDIC,Texas Department of Banking,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,18.696,0.9,15.289,,0.61,0.217,3.22,4.986,78.829,0.764,0.0,0.0,0.0,80.711,0.0,0.111,152.264,63.547,65.675,0.162,2.067
26677,The Bankers Bank,Oklahoma City,OK,73120,9020 N May Ave,https://www.tbb.bank,$250M-$1B,310.5,Federal Reserve,Oklahoma State Banking Department,8,124,excess_capital; credit_deterioration; under_reserved; weak_efficiency; funding_liquidity; cre_concentration; pre_enforcement; high_uninsured_deposits,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",12.741,0.808,12.699,14.08,0.981,0.311,7.85,3.871,80.203,0.881,1.926,1.524,0.0,99.38,0.231,0.136,304.535,44.687,11.424,0.55,3.78
26687,PNB Community Bank,Niceville,FL,32578,1020 John Sims Pkwy E,https://pnbcommunity.bank,<$250M,155.2,FDIC,Florida Office of Financial Regulation,1,20,cd_concentration,KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),8.912,0.211,10.317,,1.245,0.574,14.18,4.842,68.514,0.563,0.043,0.03,0.0,76.157,0.0,-0.012,247.708,116.639,40.37,0.263,0.0
26689,Bank of Alma,Alma,WI,54610,211 S Main St,https://www.bankofalma.net,$250M-$1B,339.5,FDIC,Wisconsin Department of Financial Institutions,2,15,excess_capital; funding_liquidity,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,50.725,0.997,50.767,77.9,3.157,0.982,6.28,4.358,12.032,0.002,0.973,0.644,0.0,119.484,0.0,0.044,62.534,3.544,139.71,0.202,0.254
267,Kentucky Farmers Bank Corporation,Catlettsburg,KY,41129,2500 Broadway St,https://www.kfb.bank,$250M-$1B,328.5,FDIC,Kentucky Department of Financial Institutions,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,15.569,0.924,15.699,27.32,2.121,0.892,13.81,4.303,58.185,0.4,0.431,0.22,-62.791,60.146,0.0,0.068,81.133,16.194,79.566,0.321,0.0
26703,"River City Bank, Inc.",Louisville,KY,40202,500 S 6th St,https://www.rivercitybankky.com,$250M-$1B,494.9,FDIC,Kentucky Department of Financial Institutions,1,20,cd_concentration,KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),10.19,0.504,11.72,14.81,1.018,0.336,10.26,3.461,64.492,0.591,0.36,0.274,0.0,85.184,0.0,-0.021,293.483,162.089,12.1,0.219,0.0
26704,Balboa Thrift and Loan Association,Chula Vista,CA,91910,865 Amena Ct,https://www.balboathrift.com,$250M-$1B,394.5,FDIC,California Department of Financial Protection and Innovation,3,39,funding_liquidity; weak_profitability; pre_enforcement,"KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",11.147,0.659,10.613,,-0.702,0.014,-6.35,5.1,69.052,0.699,1.141,1.027,111.98,99.365,0.139,-0.058,235.048,0.0,42.544,0.255,0.0
26708,Spectra Bank,Fort Worth,TX,76118,2000 Handley Ederville Rd,https://www.spectra.bank,<$250M,126.7,FDIC,Texas Department of Banking,6,98,weak_efficiency; rapid_growth; weak_profitability; bsa_aml_scaling; cd_concentration; cre_concentration,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria); KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria)",7.506,0.081,7.877,,0.201,0.099,2.53,3.918,88.387,0.882,0.0,0.0,208.333,77.922,0.0,0.205,428.859,119.944,23.318,0.297,0.0
26725,Banco do Brasil Americas,Miami,FL,33131,1221 Brickell Ave,https://www.bbamericas.com,$3B+,3472.1,FDIC,Florida Office of Financial Regulation,0,0,,,10.752,0.477,10.896,23.3,1.573,0.728,14.52,3.831,49.942,0.3,0.829,0.535,753.903,69.92,0.0,0.112,107.546,28.152,55.122,0.305,0.0
26727,Bank of South Texas,Mcallen,TX,78504,1421 E Nolana Ave,https://www.bankofsouthtexas.com,<$250M,174.5,FDIC,Texas Department of Banking,2,25,excess_capital; cd_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),18.184,0.893,16.627,,1.099,0.481,6.0,6.979,79.081,0.769,0.226,0.163,0.0,88.2,0.0,0.085,252.94,195.84,39.535,0.196,0.0
26738,Texas Financial Bank,Eden,TX,76837,220 Jackson Street,https://www.texasfinancial.com,$250M-$1B,264.6,FDIC,Texas Department of Banking,7,105,excess_capital; weak_efficiency; rapid_growth; weak_profitability; bsa_aml_scaling; cd_concentration; high_uninsured_deposits,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria); KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",13.757,0.868,11.717,,0.328,0.073,2.36,4.846,78.183,0.857,0.999,0.562,0.0,65.687,0.014,0.442,262.535,135.513,38.09,0.485,2.957
26755,"Minnesota First Credit and Savings, Incorporated",Rochester,MN,55901,1932 Viking Dr Nw,https://www.mnfirst.com,<$250M,29.9,FDIC,Minnesota Department of Commerce,3,30,weak_efficiency; funding_liquidity; weak_profitability,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,14.151,0.75,14.162,19.92,0.311,0.134,2.18,4.324,92.246,0.912,0.123,0.11,0.0,106.409,0.038,0.093,13.72,0.0,384.684,0.002,0.0
26760,Green Belt Bank & Trust,Iowa Falls,IA,50126,616 Washington Ave,https://www.greenbeltbank.com,$250M-$1B,758.7,FDIC,Iowa Division of Banking,3,56,thin_cre_cushion; high_uninsured_deposits; ag_concentration,KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile); KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.317,0.342,9.183,10.13,1.728,0.764,18.92,3.394,52.478,0.232,0.037,0.031,0.0,92.878,0.006,0.066,163.137,19.837,7.431,0.386,18.466
26790,"Hana Bank USA, National Association",Fort Lee,NJ,7024,201 Main St,https://www.hanabank.us,$250M-$1B,835.2,OCC,N/A (federally chartered),4,65,excess_capital; rapid_growth; bsa_aml_scaling; high_uninsured_deposits,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",26.907,0.985,25.415,42.21,2.91,0.973,11.0,3.186,55.515,0.316,0.0,0.0,0.0,86.75,0.072,0.293,145.339,1.288,52.826,0.691,0.0
26798,Home Savings Bank,Salt Lake City,UT,84115,3539 S Main St,https://www.hsbutah.com,<$250M,108.8,FDIC,Utah Department of Financial Institutions,3,35,excess_capital; funding_liquidity; cd_concentration,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),15.365,0.813,15.732,,0.891,0.354,5.89,3.911,67.152,0.53,0.0,0.0,0.0,121.118,0.104,-0.048,229.241,104.051,43.622,0.086,0.0
26799,EvaBank,Eva,AL,35621,4113 Eva Rd,https://www.evabank.com,$250M-$1B,490.6,FDIC,Alabama State Banking Department,3,33,excess_capital; credit_deterioration; funding_liquidity,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,28.255,0.987,27.846,,2.528,0.951,9.02,6.035,39.441,0.041,1.607,1.742,141.207,114.079,0.033,0.051,115.64,55.27,86.475,0.142,0.021
26816,"Liberty Bank, Inc.",Salt Lake City,UT,84111,79 S Main St,https://www.libertybankofutah.com,<$250M,11.4,FDIC,Utah Department of Financial Institutions,3,25,excess_capital; weak_efficiency; weak_profitability,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,34.447,0.975,27.814,73.51,-11.624,0.003,-33.06,0.565,2281.081,0.998,0.0,0.0,0.0,0.0,0.0,-0.142,0.0,0.0,,0.073,0.0
2682,The First National Bank of Brooksville,Brooksville,KY,41004,105 Locust St,https://www.fnbfirst.com,<$250M,73.6,OCC,N/A (federally chartered),0,0,,,11.047,0.477,11.53,,0.717,0.274,6.49,4.342,75.45,0.706,1.15,0.652,100.0,63.361,0.0,0.003,22.182,16.645,450.818,0.189,1.743
26829,First National Bank of Pasco,Dade City,FL,33525,13315 Us Highway 301,https://www.fnbpasco.com/,$250M-$1B,280.0,OCC,N/A (federally chartered),2,20,weak_efficiency; weak_profitability,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,7.141,0.065,10.229,,0.369,0.086,5.31,3.773,88.415,0.938,0.362,0.219,0.0,70.938,0.017,-0.097,223.666,34.726,44.71,0.34,0.0
26847,The Chesapeake Bank & Trust Co.,Chestertown,MD,21620,245 High St,https://www.chesapeaketrust.com,<$250M,141.5,FDIC,Maryland Office of Financial Regulation,1,10,funding_liquidity,KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice,9.297,0.25,9.76,13.81,1.995,0.878,20.8,4.717,55.75,0.235,0.218,0.167,5000.0,102.19,0.0,0.044,122.546,49.993,27.448,0.235,0.014
26856,Falcon International Bank,Laredo,TX,78045,7718 Mcpherson Rd Bldg F,https://www.falconbank.com,$1B-$3B,2249.5,FDIC,Texas Department of Banking,1,20,cd_concentration,KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),12.238,0.792,13.443,19.86,1.53,0.709,12.73,3.962,54.992,0.338,0.004,0.003,161.29,73.696,0.0,0.061,285.397,114.95,18.316,0.393,0.007
26871,Community Bankers' Bank,Midlothian,VA,23113,2601 Promenade Pkwy,https://cbbonline.com,<$250M,139.4,Federal Reserve,Virginia Bureau of Financial Institutions,4,54,weak_efficiency; funding_liquidity; weak_profitability; pre_enforcement,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",13.808,0.726,15.433,,0.22,0.103,1.62,2.848,94.314,0.923,0.0,0.0,0.0,94.4,0.25,0.006,286.174,38.958,34.944,0.272,0.0
26891,Liberty Bank Minnesota,Saint Cloud,MN,56301,2842 2nd St S,https://www.libertybankmn.com,$250M-$1B,290.2,Federal Reserve,Minnesota Department of Commerce,0,0,,,9.253,0.327,12.904,25.85,1.038,0.349,10.97,3.164,74.003,0.799,0.0,0.0,0.0,51.693,0.0,0.056,11.766,11.766,532.53,0.091,0.0
26906,Texas Regional Bank,Harlingen,TX,78552,6770 West Interstate 2,https://www.trb.bank,$1B-$3B,2949.8,Federal Reserve,Texas Department of Banking,5,84,weak_efficiency; weak_profitability; cd_concentration; thin_cre_cushion; high_uninsured_deposits,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria); KR RAS: CRE stress testing + capital planning — reverse stress test shows a modest CRE loss breaches well-capitalized; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),9.194,0.272,8.774,12.06,0.295,0.039,3.26,3.675,87.022,0.969,0.593,0.667,568.051,71.571,0.006,0.022,294.689,112.375,7.992,0.536,0.349
2691,Cumberland Valley National Bank & Trust Company,London,KY,40741,100 S Main St,https://www.cvnb.com,$250M-$1B,816.1,OCC,N/A (federally chartered),0,0,,,9.168,0.31,9.494,,1.151,0.423,12.67,3.961,65.737,0.626,0.219,0.15,0.0,74.83,0.0,0.028,261.448,70.933,38.248,0.34,0.048
26912,The Bank of South Carolina,Charleston,SC,29401,256 Meeting St,https://www.banksc.com,$250M-$1B,571.2,FDIC,South Carolina Board of Financial Institutions,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),10.572,0.572,11.761,,1.557,0.67,14.81,4.611,56.15,0.333,0.292,0.189,4000.0,73.413,0.0,-0.016,149.212,81.217,67.019,0.433,0.0
26922,The Cooperative Bank,Roslindale,MA,2131,40 Belgrade Ave,https://www.thecooperativebank.com,$250M-$1B,548.3,FDIC,Massachusetts Division of Banks,3,30,weak_efficiency; funding_liquidity; weak_profitability,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,8.79,0.24,9.29,12.94,0.056,0.036,0.64,2.886,97.164,0.977,0.574,0.485,0.0,100.401,0.0,0.008,192.938,34.783,14.751,0.373,0.0
26941,Peoples Bank of Deer Lodge,Deer Lodge,MT,59722,430 Main St,https://www.pbdl.net,<$250M,50.8,FDIC,Montana Division of Banking and Financial Institutions,1,18,credit_deterioration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance,9.673,0.305,10.504,,2.071,0.891,22.26,4.911,52.849,0.181,2.011,1.894,375.0,81.096,0.0,0.118,115.71,60.873,86.423,0.222,12.716
26944,American State Bank,Osceola,IA,50213,1000 Jeffreys Dr,https://www.americanstatebank.com,$250M-$1B,360.8,Federal Reserve,Iowa Division of Banking,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.953,0.465,11.107,,2.184,0.906,22.08,4.167,49.331,0.168,0.037,0.025,363.636,87.053,0.013,0.093,29.765,14.48,335.965,0.23,12.105
2695,The First National Bank of Grayson,Grayson,KY,41143,200 S Carol Malone Blvd,https://WWW.FNBGRAYSON.COM,$250M-$1B,371.9,OCC,N/A (federally chartered),0,0,,,12.037,0.753,12.982,,1.837,0.811,15.56,4.764,52.628,0.235,0.962,0.683,451.515,72.854,0.0,0.031,86.642,49.544,115.417,0.274,1.127
26960,First Bank of the Lake,Osage Beach,MO,65065,4558 Osage Beach Pkwy,https://www.fblake.bank,$1B-$3B,2335.8,FDIC,Missouri Division of Finance,5,90,credit_deterioration; funding_liquidity; rapid_growth; bsa_aml_scaling; pre_enforcement,"KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC); KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",7.279,0.042,7.083,15.9,0.83,0.219,11.55,3.215,62.64,0.575,3.699,3.445,99.593,106.569,0.566,0.249,61.457,59.421,67.867,0.084,0.182
26962,Wilson Bank and Trust,Lebanon,TN,37087,623 W Main St,https://www.wilsonbank.com,$3B+,5978.8,FDIC,Tennessee Department of Financial Institutions,1,20,cd_concentration,KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),10.094,0.385,10.847,14.35,1.483,0.675,14.98,3.799,52.728,0.399,0.632,0.48,446.125,83.096,0.0,0.062,264.275,119.438,13.581,0.252,0.011
2700,First Southern National Bank,Lancaster,KY,40444,27 Public Sq,https://WWW.FSNB.NET,$1B-$3B,1282.4,OCC,N/A (federally chartered),0,0,,,11.608,0.726,10.85,18.33,0.823,0.216,7.06,4.947,62.358,0.565,0.609,0.4,884.862,69.795,0.0,0.035,146.773,24.862,33.342,0.304,0.669
27010,Young Americans Bank,Denver,CO,80206,3550 E 1st Ave,https://www.yacenter.org,<$250M,15.5,FDIC,Colorado Division of Banking,5,72,credit_deterioration; under_reserved; weak_efficiency; weak_profitability; pre_enforcement,"KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",11.792,0.566,11.861,203.22,-11.53,0.003,-89.68,3.36,455.469,0.995,10.526,0.039,0.0,0.35,0.0,-0.044,0.0,0.0,,0.03,0.0
27015,42 North Private Bank,Canton,MA,2021,250 Royall Street,https://www.42northprivate.com,<$250M,182.2,OCC,N/A (federally chartered),4,54,weak_efficiency; funding_liquidity; weak_profitability; pre_enforcement,"KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",7.573,0.087,7.716,12.12,-3.858,0.014,-47.56,1.031,481.585,0.997,0.027,0.024,0.0,108.407,0.206,-0.024,138.785,28.018,18.18,0.172,0.0
